Key,Type,Desc,English,Turkish,German,French,Italian,Spanish,Portuguese,Japanese,Korean
team_finished_place,Text,,"Your team finished {0}!","Takımın {0} oldu!","Dein Team ist {0} geworden!","Votre équipe a terminé {0} !","La Tua Squadra è arrivata {0}!","Tu equipo terminó en {0} lugar!","Sua equipe terminou em {0}!","あなたのチームは {0} 位でフィニッシュしました!","당신의 팀이 {0} 등으로 완료했습니다!"
first,Text,,"st",".",".","er","o","er","º","位","위"
second,Text,,"nd",".",".","e","o","do","º","位","위"
third,Text,,"rd",".",".","e","o","ro","º","位","위"
reward_per_member,Text,,"Reward per member","Üye başına düşen ödül","Belohnung pro Mitglied","Récompense pour chaque membre","Ricompensa per Membro","Recompensas para cada miembro","Recompensa por membro","メンバーごとの報酬","팀원별 보상"
team_battle_tutorial_1,Text,,"Contribute your Team by collecting<br>Pies from Levels to beat others!","Başkalarını yenmek için seviyelerden <br>Turta toplayarak Takımına katkıda bulun!","Bringe dein Team ein, indem du<br>Kuchen in den Levels sammelst, um andere zu schlagen!","Contribuez à votre équipe en collectant<br>des Tartes des niveaux pour battre les autres !","Contribuisci al Tuo Team raccogliendo<br>Torte dai Livelli per Battere gli Altri!","Contribuye con tu Equipo recogiendo<br>Tartas de los niveles para vencer a los demás.","Contribua sua Equipe para coletar<br>Tartes de Níveis para vencer outros!","より多くのパイを集めて<br>チームに貢献しよう！","레벨에서 파이를 모아 팀에 기여하고<br>다른 팀을 이겨보세요!"
team_battle_tutorial_2,Text,,"Win Personal Rewards<br>by collecting more Pies!","Daha fazla Turta toplayarak<br>Kişisel Ödüller kazan!","Gewinne persönliche Belohnungen<br>durch das Sammeln von mehr Torten!","Gagnez des récompenses personnelles<br>en collectant plus de Tartes !","Vinci Ricompense Personali<br>raccogliendo più Torte!","Gana recompensas personales<br>recogiendo más Tartas.","Vença Recompensas Pessoais<br>para coletar mais Tartes!","もっと多くのパイを集めて<br>個人的な報酬を獲得しよう！","더 많은 파이를 모아<br>개인 보상을 받아보세요!"
ordinal_number_extension,Text,,"th",".",".","e","o","o","º","位","위"
personal_rank_reward,Text,,"Personal rank<br>reward","Kişisel sıra<br>ödülü","Persönliche<br>rang-belohnung","Récompense pour<br>classement personnel","Ricompensa per<br>rango personale","Recompensas por<br>rango personal","Classificação de<br>recompensa pessoal"," パーソナルランク<br>報酬","개인 순위<br>보상"
gain_pie_to_unlock_next_time,Text,,"Collect more pies<br>next time!","Bir dahaki sefere <br>daha fazla turta topla!","Sammle mehr Torten<br>Nächstes Mal!","Collectez plus de Tartes<br>la prochaine fois !","Raccogli più torte<br>la prossima volta!","¡Recoge más tartas la próxima vez!","Colete mais tartes<br>da próxima vez!","もっとパイを集める<br>次回","다음 번엔 더 많은 파이를<br>모아보세요!"
gain_pie_to_unlock,Text,,"Collect more pies<br>to unlock this stage!","Bu aşamanın kilidini açmak için <br>daha fazla turta topla!","Sammle mehr Torten, um diese Stufe freizuschalten!","Collectez plus de Tartes pour<br>débloquer cette étape !","Raccogli più torte per<br>sbloccare questo livello!","¡Recoge más tartas para<br>desbloquear este nivel!","Colete mais tartes<br>para desbloquear esse estágio!","もっとパイを集めて<br>ステージを解除する","이 스테이지를 잠금 해제하려면<br>파이를 더 많이 모아보세요!"
personal_rewards,Text,,"Personal Rewards","Kişisel Ödüller","Persönliche<br>Belohnungen","Récompenses<br>Personnelles","Ricompense<br>Personali","Recompensas<br>Personales","Recompensas<br>Pessoais","パーソナル報酬","개인 보상"
item_pack_14,Text,,"Cozy Kitchen","Rahat Mutfak","Gemütliche Küche","Cuisine Confortable","Cucina Accogliente","Cocina Acogedora","Cozinha Aconchegante","居心地の良いキッチン","아늑한 주방"
item_pack_14_unlocked,Text,,"Cozy Kitchen<br>Unlocked!","Rahat Mutfak<br>Kilidi Açıldı!","Gemütliche Küche<br>Freigeschaltet!","Cuisine Confortable<br>Débloquée !","Cucina Accogliente<br>Sbloccata!","Cocina Acogedora<br>Desbloqueada!","Cozinha Aconchegante<br>Desbloqueada!","居心地の良いキッチン<br>解除!","아늑한 주방<br>잠금 해제!"
current_rank,Text,,"Current Rank","Mevcut Sıra","Aktueller Rang","Classement Actuel","Rango Attuale","Rango Actual","Classificação Atual","現在のランキング","현재 순위"
current_score,Text,,"Current Score","Mevcut Skor","Aktueller Punktestand","Score Actuel","Punteggio Attuale","Puntaje Actual","Pontuação Atual","現在のスコア","현재 점수"
collect_balls_team_rewards_no_team,Text,,"Join a team to<br>contribute in Team Goal!","Bir Takıma katıl<br>ve Takım Hedefine katkıda bulun!","Team beitreten<br>um zum Teamziel beizutragen!","Rejoindre une équipe<br>pour contribuer à l'Objectif d'Équipe !","Unisciti a una squadra<br>per contribuire all'Obiettivo di Squadra!","Únete a un equipo<br>para contribuir al Objetivo de Equipo!","Entre em uma equipe<br>para contribuir na Meta da Equipe!","チームに参加<br>してチーム目標に貢献しよう！","팀 가입<br>하여 팀 목표에 기여하세요!"
personal_rank_reward_capitalized,Text,,"Personal Rank<br>Reward","Kişisel Sıra<br>Ödülü","Persönliche<br>Rang-Belohnung","Récompense pour<br>Classement Personnel","Ricompensa per<br>Rango Personale","Recompensas por<br>Rango Personal","Classificação de<br>Recompensa Pessoal","パーソナルランク<br>報酬","개인 순위<br>보상"
personal_rewards_one_line,Text,,"Personal Rewards","Kişisel Ödüller","Persönliche Belohnungen","Récompenses Personnelles","Ricompense Personali","Recompensas Personales","Recompensas Pessoais","パーソナル報酬","개인 보상"
unlock_level_floating_text,Text,,"Reach level {0} to<br>unlock {1}","{0}. seviyeye ulaş<br>{1}'in kilidini aç","Erreiche Level {0}, um<br>{1} freizuschalten","Atteignez le niveau {0} pour<br>débloquer {1}","Raggiungi il livello {0} per<br>sbloccare {1}","Alcanza el nivel {0} para<br>desbloquear {1}","Chegue ao nível {0} para<br>desbloquear {1}","レベル{0}になると<br>{1}をアンロック","{0} 레벨에 도달하면<br>{1} 잠금 해제"
update_reminder_notification_body,Text,,"Update the game to play with new items!","Yeni öğelerle oynamak için oyunu güncelle!","Update das Spiel, um mit neuen Items zu spielen!","Mets à jour le jeu pour jouer avec de nouveaux objets !","Aggiorna il gioco per giocare con i nuovi oggetti!","¡Actualiza el juego para jugar con nuevos objetos!","Atualize o jogo para jogar com novos itens!","新しいアイテムで遊ぶためにゲームをアップデートしてね！","새로운 아이템으로 놀기 위해 게임을 업데이트해!"
life_restored_notification_body,Text,,"You have one life restored! ❤️","Bir canın yenilendi! ❤️","Du hast ein Leben zurückbekommen! ❤️","Tu as une vie restaurée ! ❤️","Hai ripristinato una vita! ❤️","¡Te ha vuelto una vida! ❤️","Você ganhou uma vida de volta! ❤️","ライフが1つ復活したよ！❤️","하나의 생명이 복구되었어! ❤️"
full_life_5_notification_body,Text,,"Your lives are full! ❤️❤️❤️❤️❤️","Canların doldu! ❤️❤️❤️❤️❤️","Deine Leben sind voll! ❤️❤️❤️❤️❤️","Tes vies sont pleines ! ❤️❤️❤️❤️❤️","Le tue vite sono piene! ❤️❤️❤️❤️❤️","¡Tus vidas están llenas! ❤️❤️❤️❤️❤️","Suas vidas estão cheias! ❤️❤️❤️❤️❤️","ライフがいっぱいだよ！❤️❤️❤️❤️❤️","너의 생명이 가득해! ❤️❤️❤️❤️❤️"
inbox_life_reminder_notification_body,Text,,"Check your inbox and continue playing! ❤️","Gelen kutunu kontrol et ve oynamaya devam et! ❤️","Schau in deinen Posteingang und spiel weiter! ❤️","Vérifie ta boîte de réception et continue à jouer ! ❤️","Controlla la tua posta e continua a giocare! ❤️","¡Mira tu bandeja de entrada y sigue jugando! ❤️","Dá uma olhada na sua caixa de entrada e continua jogando! ❤️","受信箱をチェックして、ゲームを続けてね！❤️","받은 편지함을 확인하고 계속 놀아! ❤️"
jetpack_ride_24h_reminder_notification_title,Text,,"🚀 Last day of Jetpack Ride! 🚀","🚀 Jetpack Gezintisi'nin son günü! 🚀","🚀 Letzter Tag der Jetpack-Fahrt! 🚀","🚀 Dernier jour de la balade en Jetpack ! 🚀","🚀 Ultimo giorno del giro in Jetpack! 🚀","🚀 ¡Último día del viaje en Jetpack! 🚀","🚀 Último dia do passeio de Jetpack! 🚀","🚀 ジェットパックライドの最終日だよ！ 🚀","🚀 제트팩 비행 마지막 날이야! 🚀"
jetpack_ride_24h_reminder_notification_body,Text,,"Ride up to get amazing rewards! 🎁","Yüksel ve harika ödüller kazan! 🎁","Steig auf, um coole Belohnungen zu bekommen! 🎁","Monte pour obtenir des récompenses géniales ! 🎁","Sali per ottenere premi fantastici! 🎁","¡Asciende para conseguir recompensas increíbles! 🎁","Suba para ganhar recompensas incríveis! 🎁","上に乗って素晴らしい報酬をゲットしよう！🎁","위로 올라가서 멋진 보상을 받아가! 🎁"
space_trip_24h_reminder_notification_title,Text,,"👾 Last day of Space Trip! 👾","👾 Uzay Yolculuğu'nun son günü! 👾","👾 Letzter Tag des Weltraumtrips! 👾","👾 Dernier jour du voyage dans l'espace ! 👾","👾 Ultimo giorno del viaggio spaziale! 👾","👾 ¡Último día del viaje espacial! 👾","👾 Último dia da viagem espacial! 👾","👾 スペーストリップの最終日だよ！👾","👾 스페이스 여행 마지막 날이야! 👾"
space_trip_24h_reminder_notification_body,Text,,"Shoot balls to get amazing rewards! 🎁","Topları at ve harika ödüller kazan! 🎁","Schieß auf die Bälle, um tolle Belohnungen zu bekommen! 🎁","Tire sur les boules pour obtenir des récompenses géniales ! 🎁","Spara le sfere per ottenere fantastici premi! 🎁","¡Dispara bolas para conseguir premios increíbles! 🎁","Atire bolas para conseguir recompensas incríveis! 🎁","ボールを撃って素晴らしい報酬をゲットしよう！🎁","공을 쏘아서 멋진 보상을 받아가! 🎁"
full_life_8_notification_body,Text,,"Your lives are full! ❤️❤️❤️❤️❤️❤️❤️❤️","Canların doldu! ❤️❤️❤️❤️❤️❤️❤️❤️","Deine Leben sind voll! ❤️❤️❤️❤️❤️❤️❤️❤️","Tes vies sont pleines ! ❤️❤️❤️❤️❤️❤️❤️❤️","Le tue vite sono piene! ❤️❤️❤️❤️❤️❤️❤️❤️","¡Tus vidas están llenas! ❤️❤️❤️❤️❤️❤️❤️❤️","Suas vidas estão cheias! ❤️❤️❤️❤️❤️❤️❤️❤️","ライフがいっぱいだよ！❤️❤️❤️❤️❤️❤️❤️❤️","너의 생명이 가득해! ❤️❤️❤️❤️❤️❤️❤️❤️"
inbox_life_reminder_notification_title,Text,,"💌 You have lives in your inbox! 💌","💌 Gelen kutunda canın var! 💌","💌 Du hast Leben in deinem Posteingang! 💌","💌 T'as des vies dans ta boîte de réception ! 💌","💌 Hai vite nella tua posta! 💌","💌 ¡Tienes vidas en el buzón! 💌","💌 Você tem vidas na caixa de entrada! 💌","💌 受信箱にライフがあるよ！💌","💌 받은 편지함에 생명이 있어! 💌"
update_reminder_notification_title,Text,,"📦 New Pack is here! 📦","📦 Yeni Paket burada! 📦","📦 Neuer Pack ist da! 📦","📦 Nouveau pack est là ! 📦","📦 Nuovo pacchetto è qui! 📦","📦 ¡Nuevo paquete aquí! 📦","📦 Novo pacote chegou! 📦","📦 新しいパックが来たよ！📦","📦 새로운 팩이 왔어! 📦"
item_pack_15,Text,,"Farm Buddies","Çiftlik Arkadaşları","Hof-Freunde","Copains de la Ferme","Amici della Fattoria","Compañeros de la Granja","Amigos da Roça","農場の仲間","농장 친구들"
item_pack_15_unlocked,Text,,"Farm Buddies<br>Unlocked!","Çiftlik Arkadaşları<br>Kilidi Açıldı!","Hof-Freunde<br>Entsperrt!","Copains de la Ferme<br>Débloqué !","Amici della Fattoria<br>Sbloccato!","Compañeros de la Granja<br>¡Desbloqueado!","Amigos da Roça<br>Desbloqueado!","農場の仲間<br>解除！","농장 친구들<br>잠금 해제!"
item_pack_16,Text,,"Candy Shop","Şeker Mağazası","Süßwarenladen","Boutique de Bonbons","Negozio di Caramelle","Tienda de Dulces","Loja de Doces","キャンディショップ ","사탕 가게"
item_pack_16_unlocked,Text,,"Candy Shop<br>Unlocked!","Şeker Mağazası<br>Kilidi Açıldı!","Süßwarenladen<br>Entriegelt!","Boutique de Bonbons<br>Débloqué !","Negozio di Caramelle<br>Sbloccato!","Tienda de Dulces<br>¡Desbloqueado!","Loja de Doces<br>Desbloqueado!","キャンディショップ<br>解除！","사탕 가게<br>잠금 해제!"
welcome_back_rewards,Text,,"We have a small gift<br>for you!","Senin için küçük bir hediye<br>hazırladık!","Wir haben ein kleines Geschenk<br>für dich!","Nous avons un petit cadeau<br>pour vous !","Abbiamo un piccolo regalo<br>per te!","¡Tenemos un pequeño regalo<br>para ti!","Temos um pequeno presente<br>para você!","あなたのために小さな<br>サポートギフトをご用意しました！","당신을 위해 작은<br>지원 선물을 준비했어요!"
item_pack_17,Text,,"Winter Sports","Kış Sporları","Wintersport","Sports d'hiver","Sport Invernali","Deportes de Invierno","Esportes de Inverno","ウィンタースポーツ","겨울 스포츠"
item_pack_17_unlocked,Text,,"Winter Sports<br>Unlocked!","Kış Sporları<br>Kilidi Açıldı!","Wintersport<br>Entriegelt!","Sports d'hiver<br>Débloqué !","Sport Invernali<br>Sbloccato!","Deportes de Invierno<br>¡Desbloqueado!","Esportes de Inverno<br>Desbloqueado!","ウィンタースポーツ<br>解除！","겨울 스포츠<br>잠금 해제!"
offer_expired,Text,,"This offer has expired!","Bu teklifin süresi doldu!","Dieses Angebot ist abgelaufen!","Cette offre a expiré !","Questa offerta è scaduta!","¡Esta oferta ha caducado!","Esta oferta expirou!","終了しました！","할인이 끝났습니다!"
value,Text,,"{0}<br><size=55%>VALUE</size>","{0}<br><size=50%>DEĞER</size>","{0}<br><size=60%>WERT</size>","{0}<br><size=50%>VALEUR</size>","{0}<br><size=50%>VALORE</size>","<size=55%>VALOR</size><br>{0}","<size=55%>VALOR</size><br>{0}","{0}<br><size=80%>お得</size>","{0}<br><size=80%>가치</size>"
off_discount,Text,,"{0}<br><size=90%>OFF</size>","{0}<br><size=65%>İNDİRİM</size>","<size=75%>-{0}</size>","<size=75%>-{0}</size>","<size=75%>-{0}</size>","<size=75%>-{0}</size>","<size=75%>-{0}</size>","{0}<br><size=75%>オフ</size>
","{0}<br><size=75%>할인</size>"
more,Text,,"{0}<br><size=60%>MORE</size>","{0}<br><size=65%>DAHA FAZLA</size>","{0}<br><size=60%>MEHR</size>","{0}<br><size=80%>EN PLUS</size>","{0}<br><size=80%>PIÙ</size>","{0}<br><size=50%>EXTRAS</size>","<size=70%>MAIS</size><br>{0}","{0}<br><size=80%>さらに</size>","{0}<br><size=80%>더</size>"
